county,date,est_new_infections,est_population,daily_infection_rate,severe
Alpine,2020-05-27,0,1129,0.0,0
Alpine,2020-05-28,0,1129,0.0,0
Alpine,2020-05-29,0,1129,0.0,0
Alpine,2020-05-30,0,1129,0.0,0
Alpine,2020-05-31,0,1129,0.0,0
Alpine,2020-06-01,0,1129,0.0,0
Alpine,2020-06-02,0,1129,0.0,0
Alpine,2020-06-03,0,1129,0.0,0
Alpine,2020-06-04,0,1129,0.0,0
Alpine,2020-06-05,0,1129,0.0,0
Alpine,2020-06-06,0,1129,0.0,0
Alpine,2020-06-07,0,1129,0.0,0
Alpine,2020-06-08,0,1129,0.0,0
Alpine,2020-06-09,0,1129,0.0,0
Alpine,2020-06-10,0,1129,0.0,0
Alpine,2020-06-11,0,1129,0.0,0
Alpine,2020-06-12,0,1129,0.0,0
Alpine,2020-06-13,0,1129,0.0,0
Alpine,2020-06-14,0,1129,0.0,0
Alpine,2020-06-15,0,1129,0.0,0
Alpine,2020-06-16,0,1129,0.0,0
Alpine,2020-06-17,0,1129,0.0,0
Alpine,2020-06-18,0,1129,0.0,0
Alpine,2020-06-19,0,1129,0.0,0
Alpine,2020-06-20,0,1129,0.0,0
Amador,2020-05-10,3,39752,0.7546790098611391,0
Amador,2020-05-11,3,39752,0.7546790098611391,0
Amador,2020-05-12,3,39752,0.7546790098611391,0
Amador,2020-05-13,3,39752,0.7546790098611391,0
Amador,2020-05-14,4,39752,1.0062386798148522,1
Amador,2020-05-15,3,39752,0.7546790098611391,0
Amador,2020-05-16,4,39752,1.0062386798148522,1
Amador,2020-05-17,5,39752,1.257798349768565,1
Amador,2020-05-18,4,39752,1.0062386798148522,1
Amador,2020-05-19,4,39752,1.0062386798148522,1
Amador,2020-05-20,4,39752,1.0062386798148522,1
Amador,2020-05-21,5,39752,1.257798349768565,1
Amador,2020-05-22,5,39752,1.257798349768565,1
Amador,2020-05-23,5,39752,1.257798349768565,1
Amador,2020-05-24,5,39752,1.257798349768565,1
Amador,2020-05-25,6,39752,1.5093580197222782,1
Amador,2020-05-26,5,39752,1.257798349768565,1
Amador,2020-05-27,6,39752,1.5093580197222782,1
Amador,2020-05-28,6,39752,1.5093580197222782,1
Amador,2020-05-29,6,39752,1.5093580197222782,1
Amador,2020-05-30,6,39752,1.5093580197222782,1
Amador,2020-05-31,6,39752,1.5093580197222782,1
Amador,2020-06-01,7,39752,1.760917689675991,1
Amador,2020-06-02,7,39752,1.760917689675991,1
Amador,2020-06-03,8,39752,2.0124773596297043,1
Amador,2020-06-04,8,39752,2.0124773596297043,1
Amador,2020-06-05,8,39752,2.0124773596297043,1
Amador,2020-06-06,7,39752,1.760917689675991,1
Amador,2020-06-07,8,39752,2.0124773596297043,1
Amador,2020-06-08,9,39752,2.264037029583417,1
Amador,2020-06-09,9,39752,2.264037029583417,1
Amador,2020-06-10,9,39752,2.264037029583417,1
Amador,2020-06-11,9,39752,2.264037029583417,1
Amador,2020-06-12,10,39752,2.51559669953713,1
Amador,2020-06-13,10,39752,2.51559669953713,1
Amador,2020-06-14,10,39752,2.51559669953713,1
Amador,2020-06-15,10,39752,2.51559669953713,1
Amador,2020-06-16,12,39752,3.0187160394445565,1
Amador,2020-06-17,11,39752,2.767156369490843,1
Amador,2020-06-18,11,39752,2.767156369490843,1
Amador,2020-06-19,13,39752,3.2702757093982693,1
Amador,2020-06-20,12,39752,3.0187160394445565,1
Butte,2020-05-10,2,219186,0.09124670371282838,0
Butte,2020-05-11,2,219186,0.09124670371282838,0
Butte,2020-05-12,2,219186,0.09124670371282838,0
Butte,2020-05-13,3,219186,0.13687005556924256,0
Butte,2020-05-14,2,219186,0.09124670371282838,0
Butte,2020-05-15,3,219186,0.13687005556924256,0
Butte,2020-05-16,3,219186,0.13687005556924256,0
Butte,2020-05-17,3,219186,0.13687005556924256,0
Butte,2020-05-18,4,219186,0.18249340742565676,0
Butte,2020-05-19,3,219186,0.13687005556924256,0
Butte,2020-05-20,4,219186,0.18249340742565676,0
Butte,2020-05-21,5,219186,0.22811675928207095,0
Butte,2020-05-22,5,219186,0.22811675928207095,0
Butte,2020-05-23,5,219186,0.22811675928207095,0
Butte,2020-05-24,5,219186,0.22811675928207095,0
Butte,2020-05-25,5,219186,0.22811675928207095,0
Butte,2020-05-26,5,219186,0.22811675928207095,0
Butte,2020-05-27,6,219186,0.2737401111384851,0
Butte,2020-05-28,6,219186,0.2737401111384851,0
Butte,2020-05-29,6,219186,0.2737401111384851,0
Butte,2020-05-30,6,219186,0.2737401111384851,0
Butte,2020-05-31,7,219186,0.3193634629948993,0
Butte,2020-06-01,7,219186,0.3193634629948993,0
Butte,2020-06-02,8,219186,0.3649868148513135,0
Butte,2020-06-03,8,219186,0.3649868148513135,0
Butte,2020-06-04,8,219186,0.3649868148513135,0
Butte,2020-06-05,8,219186,0.3649868148513135,0
Butte,2020-06-06,10,219186,0.4562335185641419,0
Butte,2020-06-07,9,219186,0.41061016670772765,0
Butte,2020-06-08,10,219186,0.4562335185641419,0
Butte,2020-06-09,9,219186,0.41061016670772765,0
Butte,2020-06-10,11,219186,0.501856870420556,0
Butte,2020-06-11,10,219186,0.4562335185641419,0
Butte,2020-06-12,11,219186,0.501856870420556,0
Butte,2020-06-13,11,219186,0.501856870420556,0
Butte,2020-06-14,12,219186,0.5474802222769702,0
Butte,2020-06-15,12,219186,0.5474802222769702,0
Butte,2020-06-16,12,219186,0.5474802222769702,0
Butte,2020-06-17,14,219186,0.6387269259897986,0
Butte,2020-06-18,15,219186,0.6843502778462127,0
Butte,2020-06-19,15,219186,0.6843502778462127,0
Butte,2020-06-20,16,219186,0.729973629702627,0
Calaveras,2020-05-10,2,45905,0.43568238753948374,0
Calaveras,2020-05-11,2,45905,0.43568238753948374,0
Calaveras,2020-05-12,2,45905,0.43568238753948374,0
Calaveras,2020-05-13,3,45905,0.6535235813092256,0
Calaveras,2020-05-14,3,45905,0.6535235813092256,0
Calaveras,2020-05-15,3,45905,0.6535235813092256,0
Calaveras,2020-05-16,3,45905,0.6535235813092256,0
Calaveras,2020-05-17,3,45905,0.6535235813092256,0
Calaveras,2020-05-18,3,45905,0.6535235813092256,0
Calaveras,2020-05-19,4,45905,0.8713647750789675,0
Calaveras,2020-05-20,4,45905,0.8713647750789675,0
Calaveras,2020-05-21,4,45905,0.8713647750789675,0
Calaveras,2020-05-22,4,45905,0.8713647750789675,0
Calaveras,2020-05-23,5,45905,1.0892059688487092,1
Calaveras,2020-05-24,4,45905,0.8713647750789675,0
Calaveras,2020-05-25,5,45905,1.0892059688487092,1
Calaveras,2020-05-26,4,45905,0.8713647750789675,0
Calaveras,2020-05-27,5,45905,1.0892059688487092,1
Calaveras,2020-05-28,5,45905,1.0892059688487092,1
Calaveras,2020-05-29,5,45905,1.0892059688487092,1
Calaveras,2020-05-30,6,45905,1.3070471626184512,1
Calaveras,2020-05-31,6,45905,1.3070471626184512,1
Calaveras,2020-06-01,5,45905,1.0892059688487092,1
Calaveras,2020-06-02,6,45905,1.3070471626184512,1
Calaveras,2020-06-03,6,45905,1.3070471626184512,1
Calaveras,2020-06-04,6,45905,1.3070471626184512,1
Calaveras,2020-06-05,6,45905,1.3070471626184512,1
Calaveras,2020-06-06,6,45905,1.3070471626184512,1
Calaveras,2020-06-07,6,45905,1.3070471626184512,1
Calaveras,2020-06-08,6,45905,1.3070471626184512,1
Calaveras,2020-06-09,7,45905,1.5248883563881932,1
Calaveras,2020-06-10,8,45905,1.742729550157935,1
Calaveras,2020-06-11,7,45905,1.5248883563881932,1
Calaveras,2020-06-12,8,45905,1.742729550157935,1
Calaveras,2020-06-13,8,45905,1.742729550157935,1
Calaveras,2020-06-14,8,45905,1.742729550157935,1
Calaveras,2020-06-15,7,45905,1.5248883563881932,1
Calaveras,2020-06-16,9,45905,1.9605707439276765,1
Calaveras,2020-06-17,10,45905,2.1784119376974185,1
Calaveras,2020-06-18,8,45905,1.742729550157935,1
Calaveras,2020-06-19,10,45905,2.1784119376974185,1
Calaveras,2020-06-20,10,45905,2.1784119376974185,1
Colusa,2020-05-10,1,21547,0.464101731099457,0
Colusa,2020-05-11,1,21547,0.464101731099457,0
Colusa,2020-05-12,1,21547,0.464101731099457,0
Colusa,2020-05-13,1,21547,0.464101731099457,0
Colusa,2020-05-14,1,21547,0.464101731099457,0
Colusa,2020-05-15,1,21547,0.464101731099457,0
Colusa,2020-05-16,1,21547,0.464101731099457,0
Colusa,2020-05-17,1,21547,0.464101731099457,0
Colusa,2020-05-18,1,21547,0.464101731099457,0
Colusa,2020-05-19,1,21547,0.464101731099457,0
Colusa,2020-05-20,1,21547,0.464101731099457,0
Colusa,2020-05-21,1,21547,0.464101731099457,0
Colusa,2020-05-22,1,21547,0.464101731099457,0
Colusa,2020-05-23,1,21547,0.464101731099457,0
Colusa,2020-05-24,1,21547,0.464101731099457,0
Colusa,2020-05-25,1,21547,0.464101731099457,0
Colusa,2020-05-26,1,21547,0.464101731099457,0
Colusa,2020-05-27,1,21547,0.464101731099457,0
Colusa,2020-05-28,1,21547,0.464101731099457,0
Colusa,2020-05-29,1,21547,0.464101731099457,0
Colusa,2020-05-30,1,21547,0.464101731099457,0
Colusa,2020-05-31,1,21547,0.464101731099457,0
Colusa,2020-06-01,1,21547,0.464101731099457,0
Colusa,2020-06-02,1,21547,0.464101731099457,0
Colusa,2020-06-03,1,21547,0.464101731099457,0
Colusa,2020-06-04,1,21547,0.464101731099457,0
Colusa,2020-06-05,1,21547,0.464101731099457,0
Colusa,2020-06-06,1,21547,0.464101731099457,0
Colusa,2020-06-07,1,21547,0.464101731099457,0
Colusa,2020-06-08,1,21547,0.464101731099457,0
Colusa,2020-06-09,1,21547,0.464101731099457,0
Colusa,2020-06-10,1,21547,0.464101731099457,0
Colusa,2020-06-11,1,21547,0.464101731099457,0
Colusa,2020-06-12,1,21547,0.464101731099457,0
Colusa,2020-06-13,1,21547,0.464101731099457,0
Colusa,2020-06-14,1,21547,0.464101731099457,0
Colusa,2020-06-15,1,21547,0.464101731099457,0
Colusa,2020-06-16,1,21547,0.464101731099457,0
Colusa,2020-06-17,1,21547,0.464101731099457,0
Colusa,2020-06-18,1,21547,0.464101731099457,0
Colusa,2020-06-19,1,21547,0.464101731099457,0
Colusa,2020-06-20,1,21547,0.464101731099457,0
Contra Costa,2020-05-10,71,1153526,0.6155041152084998,0
Contra Costa,2020-05-11,70,1153526,0.6068350431633097,0
Contra Costa,2020-05-12,67,1153526,0.5808278270277393,0
Contra Costa,2020-05-13,71,1153526,0.6155041152084998,0
Contra Costa,2020-05-14,76,1153526,0.6588494754344506,0
Contra Costa,2020-05-15,73,1153526,0.6328422592988802,0
Contra Costa,2020-05-16,73,1153526,0.6328422592988802,0
Contra Costa,2020-05-17,70,1153526,0.6068350431633097,0
Contra Costa,2020-05-18,68,1153526,0.5894968990729295,0
Contra Costa,2020-05-19,67,1153526,0.5808278270277393,0
Contra Costa,2020-05-20,68,1153526,0.5894968990729295,0
Contra Costa,2020-05-21,65,1153526,0.563489682937359,0
Contra Costa,2020-05-22,66,1153526,0.5721587549825491,0
Contra Costa,2020-05-23,66,1153526,0.5721587549825491,0
Contra Costa,2020-05-24,65,1153526,0.563489682937359,0
Contra Costa,2020-05-25,64,1153526,0.5548206108921689,0
Contra Costa,2020-05-26,61,1153526,0.5288133947565985,0
Contra Costa,2020-05-27,64,1153526,0.5548206108921689,0
Contra Costa,2020-05-28,59,1153526,0.5114752506662181,0
Contra Costa,2020-05-29,61,1153526,0.5288133947565985,0
Contra Costa,2020-05-30,60,1153526,0.5201443227114083,0
Contra Costa,2020-05-31,63,1153526,0.5461515388469788,0
Contra Costa,2020-06-01,59,1153526,0.5114752506662181,0
Contra Costa,2020-06-02,63,1153526,0.5461515388469788,0
Contra Costa,2020-06-03,57,1153526,0.49413710657583787,0
Contra Costa,2020-06-04,59,1153526,0.5114752506662181,0
Contra Costa,2020-06-05,59,1153526,0.5114752506662181,0
Contra Costa,2020-06-06,60,1153526,0.5201443227114083,0
Contra Costa,2020-06-07,55,1153526,0.47679896248545767,0
Contra Costa,2020-06-08,60,1153526,0.5201443227114083,0
Contra Costa,2020-06-09,60,1153526,0.5201443227114083,0
Contra Costa,2020-06-10,55,1153526,0.47679896248545767,0
Contra Costa,2020-06-11,59,1153526,0.5114752506662181,0
Contra Costa,2020-06-12,55,1153526,0.47679896248545767,0
Contra Costa,2020-06-13,62,1153526,0.5374824668017886,0
Contra Costa,2020-06-14,59,1153526,0.5114752506662181,0
Contra Costa,2020-06-15,55,1153526,0.47679896248545767,0
Contra Costa,2020-06-16,58,1153526,0.502806178621028,0
Contra Costa,2020-06-17,58,1153526,0.502806178621028,0
Contra Costa,2020-06-18,56,1153526,0.4854680345306478,0
Contra Costa,2020-06-19,57,1153526,0.49413710657583787,0
Contra Costa,2020-06-20,60,1153526,0.5201443227114083,0
Del Norte,2020-05-10,0,27812,0.0,0
Del Norte,2020-05-11,0,27812,0.0,0
Del Norte,2020-05-12,0,27812,0.0,0
Del Norte,2020-05-13,0,27812,0.0,0
Del Norte,2020-05-14,0,27812,0.0,0
Del Norte,2020-05-15,0,27812,0.0,0
Del Norte,2020-05-16,0,27812,0.0,0
Del Norte,2020-05-17,0,27812,0.0,0
Del Norte,2020-05-18,0,27812,0.0,0
Del Norte,2020-05-19,0,27812,0.0,0
Del Norte,2020-05-20,0,27812,0.0,0
Del Norte,2020-05-21,0,27812,0.0,0
Del Norte,2020-05-22,0,27812,0.0,0
Del Norte,2020-05-23,0,27812,0.0,0
Del Norte,2020-05-24,0,27812,0.0,0
Del Norte,2020-05-25,0,27812,0.0,0
Del Norte,2020-05-26,0,27812,0.0,0
Del Norte,2020-05-27,0,27812,0.0,0
Del Norte,2020-05-28,0,27812,0.0,0
Del Norte,2020-05-29,0,27812,0.0,0
Del Norte,2020-05-30,0,27812,0.0,0
Del Norte,2020-05-31,0,27812,0.0,0
Del Norte,2020-06-01,0,27812,0.0,0
Del Norte,2020-06-02,0,27812,0.0,0
Del Norte,2020-06-03,0,27812,0.0,0
Del Norte,2020-06-04,0,27812,0.0,0
Del Norte,2020-06-05,0,27812,0.0,0
Del Norte,2020-06-06,0,27812,0.0,0
Del Norte,2020-06-07,0,27812,0.0,0
Del Norte,2020-06-08,0,27812,0.0,0
Del Norte,2020-06-09,0,27812,0.0,0
Del Norte,2020-06-10,0,27812,0.0,0
Del Norte,2020-06-11,0,27812,0.0,0
Del Norte,2020-06-12,0,27812,0.0,0
Del Norte,2020-06-13,0,27812,0.0,0
Del Norte,2020-06-14,0,27812,0.0,0
Del Norte,2020-06-15,0,27812,0.0,0
Del Norte,2020-06-16,0,27812,0.0,0
Del Norte,2020-06-17,0,27812,0.0,0
Del Norte,2020-06-18,0,27812,0.0,0
Del Norte,2020-06-19,0,27812,0.0,0
Del Norte,2020-06-20,0,27812,0.0,0
El Dorado,2020-05-10,8,192843,0.4148452367988467,0
El Dorado,2020-05-11,8,192843,0.4148452367988467,0
El Dorado,2020-05-12,9,192843,0.4667008913987025,0
El Dorado,2020-05-13,10,192843,0.5185565459985585,0
El Dorado,2020-05-14,10,192843,0.5185565459985585,0
El Dorado,2020-05-15,11,192843,0.5704122005984142,0
El Dorado,2020-05-16,10,192843,0.5185565459985585,0
El Dorado,2020-05-17,10,192843,0.5185565459985585,0
El Dorado,2020-05-18,10,192843,0.5185565459985585,0
El Dorado,2020-05-19,10,192843,0.5185565459985585,0
El Dorado,2020-05-20,12,192843,0.6222678551982701,0
El Dorado,2020-05-21,12,192843,0.6222678551982701,0
El Dorado,2020-05-22,11,192843,0.5704122005984142,0
El Dorado,2020-05-23,12,192843,0.6222678551982701,0
El Dorado,2020-05-24,14,192843,0.7259791643979818,0
El Dorado,2020-05-25,13,192843,0.674123509798126,0
El Dorado,2020-05-26,14,192843,0.7259791643979818,0
El Dorado,2020-05-27,16,192843,0.8296904735976934,0
El Dorado,2020-05-28,14,192843,0.7259791643979818,0
El Dorado,2020-05-29,15,192843,0.7778348189978376,0
El Dorado,2020-05-30,18,192843,0.933401782797405,0
El Dorado,2020-05-31,19,192843,0.9852574373972609,0
El Dorado,2020-06-01,19,192843,0.9852574373972609,0
El Dorado,2020-06-02,17,192843,0.8815461281975493,0
El Dorado,2020-06-03,20,192843,1.037113091997117,1
El Dorado,2020-06-04,18,192843,0.933401782797405,0
El Dorado,2020-06-05,21,192843,1.0889687465969726,1
El Dorado,2020-06-06,21,192843,1.0889687465969726,1
El Dorado,2020-06-07,21,192843,1.0889687465969726,1
El Dorado,2020-06-08,23,192843,1.1926800557966843,1
El Dorado,2020-06-09,24,192843,1.2445357103965402,1
El Dorado,2020-06-10,24,192843,1.2445357103965402,1
El Dorado,2020-06-11,24,192843,1.2445357103965402,1
El Dorado,2020-06-12,26,192843,1.348247019596252,1
El Dorado,2020-06-13,29,192843,1.5038139833958193,1
El Dorado,2020-06-14,27,192843,1.4001026741961078,1
El Dorado,2020-06-15,28,192843,1.4519583287959636,1
El Dorado,2020-06-16,30,192843,1.5556696379956751,1
El Dorado,2020-06-17,28,192843,1.4519583287959636,1
El Dorado,2020-06-18,29,192843,1.5038139833958193,1
El Dorado,2020-06-19,33,192843,1.7112366017952427,1
El Dorado,2020-06-20,31,192843,1.607525292595531,1
Fresno,2020-05-10,302,999101,3.022717422963244,1
Fresno,2020-05-11,299,999101,2.9926904286953975,1
Fresno,2020-05-12,308,999101,3.0827714114989377,1
Fresno,2020-05-13,310,999101,3.102789407677502,1
Fresno,2020-05-14,313,999101,3.1328164019453486,1
Fresno,2020-05-15,336,999101,3.3630233579988413,1
Fresno,2020-05-16,329,999101,3.292960371373865,1
Fresno,2020-05-17,335,999101,3.353014359909559,1
Fresno,2020-05-18,315,999101,3.1528343981239133,1
Fresno,2020-05-19,329,999101,3.292960371373865,1
Fresno,2020-05-20,326,999101,3.2629333771060183,1
Fresno,2020-05-21,312,999101,3.1228074038560667,1
Fresno,2020-05-22,315,999101,3.1528343981239133,1
Fresno,2020-05-23,312,999101,3.1228074038560667,1
Fresno,2020-05-24,311,999101,3.1127984057667843,1
Fresno,2020-05-25,307,999101,3.0727624134096554,1
Fresno,2020-05-26,308,999101,3.0827714114989377,1
Fresno,2020-05-27,302,999101,3.022717422963244,1
Fresno,2020-05-28,308,999101,3.0827714114989377,1
Fresno,2020-05-29,294,999101,2.942645438248986,1
Fresno,2020-05-30,291,999101,2.912618443981139,1
Fresno,2020-05-31,292,999101,2.9226274420704215,1
Fresno,2020-06-01,299,999101,2.9926904286953975,1
Fresno,2020-06-02,302,999101,3.022717422963244,1
Fresno,2020-06-03,287,999101,2.8725824516240097,1
Fresno,2020-06-04,298,999101,2.982681430606115,1
Fresno,2020-06-05,288,999101,2.8825914497132925,1
Fresno,2020-06-06,282,999101,2.8225374611775984,1
Fresno,2020-06-07,282,999101,2.8225374611775984,1
Fresno,2020-06-08,284,999101,2.8425554573561636,1
Fresno,2020-06-09,281,999101,2.812528463088316,1
Fresno,2020-06-10,279,999101,2.792510466909752,1
Fresno,2020-06-11,265,999101,2.6523844936598002,1
Fresno,2020-06-12,264,999101,2.642375495570518,1
Fresno,2020-06-13,269,999101,2.692420486016929,1
Fresno,2020-06-14,250,999101,2.5022495223205663,1
Fresno,2020-06-15,251,999101,2.5122585204098486,1
Fresno,2020-06-16,254,999101,2.5422855146776953,1
Fresno,2020-06-17,254,999101,2.5422855146776953,1
Fresno,2020-06-18,244,999101,2.442195533784872,1
Fresno,2020-06-19,241,999101,2.4121685395170256,1
Fresno,2020-06-20,233,999101,2.3320965548027677,1
Glenn,2020-05-10,0,28393,0.0,0
Glenn,2020-05-11,1,28393,0.3521994857887507,0
Glenn,2020-05-12,1,28393,0.3521994857887507,0
Glenn,2020-05-13,1,28393,0.3521994857887507,0
Glenn,2020-05-14,1,28393,0.3521994857887507,0
Glenn,2020-05-15,1,28393,0.3521994857887507,0
Glenn,2020-05-16,1,28393,0.3521994857887507,0
Glenn,2020-05-17,1,28393,0.3521994857887507,0
Glenn,2020-05-18,1,28393,0.3521994857887507,0
Glenn,2020-05-19,1,28393,0.3521994857887507,0
Glenn,2020-05-20,1,28393,0.3521994857887507,0
Glenn,2020-05-21,1,28393,0.3521994857887507,0
Glenn,2020-05-22,1,28393,0.3521994857887507,0
Glenn,2020-05-23,1,28393,0.3521994857887507,0
Glenn,2020-05-24,1,28393,0.3521994857887507,0
Glenn,2020-05-25,2,28393,0.7043989715775014,0
Glenn,2020-05-26,2,28393,0.7043989715775014,0
Glenn,2020-05-27,2,28393,0.7043989715775014,0
Glenn,2020-05-28,1,28393,0.3521994857887507,0
Glenn,2020-05-29,2,28393,0.7043989715775014,0
Glenn,2020-05-30,2,28393,0.7043989715775014,0
Glenn,2020-05-31,2,28393,0.7043989715775014,0
Glenn,2020-06-01,2,28393,0.7043989715775014,0
Glenn,2020-06-02,2,28393,0.7043989715775014,0
Glenn,2020-06-03,2,28393,0.7043989715775014,0
Glenn,2020-06-04,2,28393,0.7043989715775014,0
Glenn,2020-06-05,2,28393,0.7043989715775014,0
Glenn,2020-06-06,2,28393,0.7043989715775014,0
Glenn,2020-06-07,2,28393,0.7043989715775014,0
Glenn,2020-06-08,3,28393,1.0565984573662521,1
Glenn,2020-06-09,2,28393,0.7043989715775014,0
Glenn,2020-06-10,3,28393,1.0565984573662521,1
Glenn,2020-06-11,2,28393,0.7043989715775014,0
Glenn,2020-06-12,4,28393,1.4087979431550028,1
Glenn,2020-06-13,3,28393,1.0565984573662521,1
Glenn,2020-06-14,4,28393,1.4087979431550028,1
Glenn,2020-06-15,3,28393,1.0565984573662521,1
Glenn,2020-06-16,4,28393,1.4087979431550028,1
Glenn,2020-06-17,4,28393,1.4087979431550028,1
Glenn,2020-06-18,4,28393,1.4087979431550028,1
Glenn,2020-06-19,4,28393,1.4087979431550028,1
Glenn,2020-06-20,5,28393,1.7609974289437536,1
Humboldt,2020-05-10,1,135558,0.07376916153970994,0
Humboldt,2020-05-11,1,135558,0.07376916153970994,0
Humboldt,2020-05-12,1,135558,0.07376916153970994,0
Humboldt,2020-05-13,1,135558,0.07376916153970994,0
Humboldt,2020-05-14,1,135558,0.07376916153970994,0
Humboldt,2020-05-15,1,135558,0.07376916153970994,0
Humboldt,2020-05-16,1,135558,0.07376916153970994,0
Humboldt,2020-05-17,1,135558,0.07376916153970994,0
Humboldt,2020-05-18,1,135558,0.07376916153970994,0
Humboldt,2020-05-19,1,135558,0.07376916153970994,0
Humboldt,2020-05-20,0,135558,0.0,0
Humboldt,2020-05-21,1,135558,0.07376916153970994,0
Humboldt,2020-05-22,0,135558,0.0,0
Humboldt,2020-05-23,0,135558,0.0,0
Humboldt,2020-05-24,0,135558,0.0,0
Humboldt,2020-05-25,0,135558,0.0,0
Humboldt,2020-05-26,1,135558,0.07376916153970994,0
Humboldt,2020-05-27,0,135558,0.0,0
Humboldt,2020-05-28,0,135558,0.0,0
Humboldt,2020-05-29,0,135558,0.0,0
Humboldt,2020-05-30,1,135558,0.07376916153970994,0
Humboldt,2020-05-31,1,135558,0.07376916153970994,0
Humboldt,2020-06-01,1,135558,0.07376916153970994,0
Humboldt,2020-06-02,1,135558,0.07376916153970994,0
Humboldt,2020-06-03,0,135558,0.0,0
Humboldt,2020-06-04,1,135558,0.07376916153970994,0
Humboldt,2020-06-05,0,135558,0.0,0
Humboldt,2020-06-06,1,135558,0.07376916153970994,0
Humboldt,2020-06-07,1,135558,0.07376916153970994,0
Humboldt,2020-06-08,1,135558,0.07376916153970994,0
Humboldt,2020-06-09,1,135558,0.07376916153970994,0
Humboldt,2020-06-10,1,135558,0.07376916153970994,0
Humboldt,2020-06-11,1,135558,0.07376916153970994,0
Humboldt,2020-06-12,1,135558,0.07376916153970994,0
Humboldt,2020-06-13,1,135558,0.07376916153970994,0
Humboldt,2020-06-14,1,135558,0.07376916153970994,0
Humboldt,2020-06-15,1,135558,0.07376916153970994,0
Humboldt,2020-06-16,1,135558,0.07376916153970994,0
Humboldt,2020-06-17,0,135558,0.0,0
Humboldt,2020-06-18,0,135558,0.0,0
Humboldt,2020-06-19,0,135558,0.0,0
Humboldt,2020-06-20,0,135558,0.0,0
Imperial,2020-05-10,23,181215,1.269210606186022,1
Imperial,2020-05-11,21,181215,1.1588444665176725,1
Imperial,2020-05-12,19,181215,1.0484783268493225,1
Imperial,2020-05-13,16,181215,0.882929117346798,0
Imperial,2020-05-14,17,181215,0.9381121871809729,0
Imperial,2020-05-15,15,181215,0.827746047512623,0
